,0,1,label,outlier
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/45/05645__044.jpg,-24.68271,5.7066455,Asteraceae Erigeron pulcherrimus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/048/60/04860__059.jpg,-5.459755,-8.145027,Asteraceae Dieteria canescens,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/15/04115__005.jpg,-28.705448,-13.771093,Asteraceae Crepis occidentalis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/007/75/00775__040.jpg,-18.712482,18.839779,Asteraceae Antennaria marginata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__014.jpg,-17.969917,-5.5877366,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/048/60/04860__076.jpg,-4.2580023,-5.3316293,Asteraceae Dieteria canescens,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/34/01134__009.jpg,4.541267,6.55756,Asteraceae Arnica sororia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/088/54/08854__075.jpg,1.4305302,-28.562449,Asteraceae Lygodesmia aphylla,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/64/05664__058.jpg,-28.923874,5.159215,Asteraceae Erigeron tener,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/035/05/03505__094.jpg,15.066673,-12.475218,Asteraceae Chrysopsis subulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/08/04108__014.jpg,-28.147184,-16.932259,Asteraceae Crepis acuminata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__090.jpg,-13.153447,-19.33365,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/65/08365__085.jpg,11.521133,-27.703495,Asteraceae Liatris quadriflora,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/075/20/07520__038.jpg,3.8956242,2.1067584,Asteraceae Hymenoxys hoopesii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/144/65/14465__092.jpg,-17.368284,5.621774,Asteraceae Thelesperma subnudum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/048/60/04860__075.jpg,-6.310936,-6.088326,Asteraceae Dieteria canescens,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/26/05626__024.jpg,-22.617374,15.061657,Asteraceae Erigeron melanocephalus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/08/04108__030.jpg,-31.838972,-18.995222,Asteraceae Crepis acuminata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/144/65/14465__080.jpg,-18.891272,4.9118195,Asteraceae Thelesperma subnudum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/45/05645__068.jpg,-21.56235,4.326984,Asteraceae Erigeron pulcherrimus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/05/01905__090.jpg,-4.8141813,27.703287,Asteraceae Bidens beckii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/26/05626__040.jpg,-24.162989,13.179917,Asteraceae Erigeron melanocephalus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__001.jpg,11.731341,11.758467,Asteraceae Arnica gracilis,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/007/75/00775__020.jpg,-22.330803,17.359425,Asteraceae Antennaria marginata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/57/05357__067.jpg,-3.7311494,15.3546915,Asteraceae Encelia virginensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/066/23/06623__006.jpg,31.669529,1.6379989,Asteraceae Garberia heterophylla,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/27/01927__089.jpg,9.315627,24.733269,Asteraceae Bidens vulgata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/64/05664__019.jpg,-27.38732,5.4404483,Asteraceae Erigeron tener,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/08/04108__093.jpg,-30.382475,-17.93083,Asteraceae Crepis acuminata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/10/01910__065.jpg,11.848629,27.03266,Asteraceae Bidens connata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/26/05626__084.jpg,-25.39144,13.580408,Asteraceae Erigeron melanocephalus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/26/05626__042.jpg,-25.06986,13.3820915,Asteraceae Erigeron melanocephalus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/96/06296__017.jpg,16.969868,1.0606576,Asteraceae Eurybia spectabilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/072/66/07266__032.jpg,-3.7236829,-3.3113596,Asteraceae Heterotheca polothrix,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/87/02987__048.jpg,18.680859,-21.44471,Asteraceae Carphephorus paniculatus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/007/75/00775__091.jpg,-17.898344,19.541468,Asteraceae Antennaria marginata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__015.jpg,-14.572642,-18.402517,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/072/67/07267__093.jpg,-5.838987,3.0340333,Asteraceae Heterotheca pumila,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/05/01905__102.jpg,-3.7960927,28.910517,Asteraceae Bidens beckii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/34/01134__045.jpg,3.5880253,7.3145776,Asteraceae Arnica sororia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/12/04112__020.jpg,-28.820995,-14.927251,Asteraceae Crepis intermedia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/035/05/03505__059.jpg,13.633596,-12.5564165,Asteraceae Chrysopsis subulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/45/05645__075.jpg,-21.015171,4.4117074,Asteraceae Erigeron pulcherrimus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/86/02986__104.jpg,22.386642,-15.009319,Asteraceae Carphephorus odoratissimus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/048/60/04860__014.jpg,-8.057013,-7.6726556,Asteraceae Dieteria canescens,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__053.jpg,-15.317512,-18.001982,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/15/04115__036.jpg,-29.388622,-13.556573,Asteraceae Crepis occidentalis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/91/06291__067.jpg,16.10898,6.3282747,Asteraceae Eurybia radula,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__094.jpg,-16.82764,-5.0732365,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/121/72/12172__082.jpg,25.292252,-7.284419,Asteraceae Pterocaulon pycnostachyum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__058.jpg,-16.677324,-6.687907,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/090/54/09054__073.jpg,4.5634937,-24.279287,Asteraceae Marshallia graminifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/007/75/00775__031.jpg,-17.735601,19.887802,Asteraceae Antennaria marginata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/071/06/07106__042.jpg,7.179159,17.037682,Asteraceae Helianthus pumilus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/088/54/08854__072.jpg,1.197798,-27.915503,Asteraceae Lygodesmia aphylla,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/15/04115__001.jpg,-30.51969,-12.677645,Asteraceae Crepis occidentalis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/063/17/06317__093.jpg,25.395634,4.8089485,Asteraceae Eutrochium dubium,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/066/23/06623__088.jpg,32.273357,2.6344602,Asteraceae Garberia heterophylla,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/002/97/00297__074.jpg,27.300314,11.758172,Asteraceae Ageratina jucunda,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/021/66/02166__028.jpg,1.4403982,-11.833526,Asteraceae Brickellia longifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/035/03/03503__033.jpg,16.10409,-4.064067,Asteraceae Chrysopsis mariana,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__095.jpg,10.687092,12.514162,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__033.jpg,10.057596,11.871788,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/15/04115__078.jpg,-30.549036,-13.4063635,Asteraceae Crepis occidentalis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/101/83/10183__037.jpg,8.527293,-4.4234467,Asteraceae Packera crocata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/65/08365__013.jpg,11.055704,-26.675941,Asteraceae Liatris quadriflora,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__088.jpg,-16.128708,-6.467001,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/086/60/08660__068.jpg,-2.3824747,-13.058982,Asteraceae Lorandersonia linifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/035/05/03505__102.jpg,13.376122,-11.685522,Asteraceae Chrysopsis subulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/86/02986__092.jpg,21.98974,-15.468026,Asteraceae Carphephorus odoratissimus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/65/08365__058.jpg,9.492811,-27.822384,Asteraceae Liatris quadriflora,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/002/97/00297__080.jpg,26.332212,11.6160755,Asteraceae Ageratina jucunda,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/090/54/09054__062.jpg,4.759985,-25.62658,Asteraceae Marshallia graminifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/065/28/06528__054.jpg,-10.550334,5.8318167,Asteraceae Gaillardia spathulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/121/72/12172__032.jpg,24.52579,-5.801069,Asteraceae Pterocaulon pycnostachyum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/80/06280__026.jpg,20.861994,11.686676,Asteraceae Eurybia divaricata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/05/01905__095.jpg,-4.5049257,30.340443,Asteraceae Bidens beckii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/021/66/02166__063.jpg,1.6382009,-13.40819,Asteraceae Brickellia longifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/74/14274__101.jpg,-3.2991383,-7.1390886,Asteraceae Symphyotrichum porteri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/114/77/11477__080.jpg,-20.412727,16.164078,Asteraceae Pityopsis falcata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/075/20/07520__085.jpg,6.0554,0.70633805,Asteraceae Hymenoxys hoopesii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/57/05357__015.jpg,-2.8036747,15.721972,Asteraceae Encelia virginensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/61/08361__013.jpg,16.349161,-26.311857,Asteraceae Liatris pilosa,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/090/54/09054__061.jpg,4.8428683,-25.238005,Asteraceae Marshallia graminifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__015.jpg,9.215122,11.9027815,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/114/77/11477__020.jpg,-6.5953765,-2.496466,Asteraceae Pityopsis falcata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/082/57/08257__015.jpg,-16.668901,-13.83584,Asteraceae Lepidospartum latisquamum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/73/05673__032.jpg,-24.910786,20.451244,Asteraceae Erigeron vagus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/43/14243__039.jpg,-5.83004,-23.164732,Asteraceae Symphyotrichum adnatum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/91/06291__058.jpg,17.973255,5.457566,Asteraceae Eurybia radula,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/05/01905__092.jpg,-4.4346476,29.720999,Asteraceae Bidens beckii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/26/05626__086.jpg,-24.708792,14.4362335,Asteraceae Erigeron melanocephalus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__050.jpg,8.004974,9.479118,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/12/04112__058.jpg,-29.84199,-16.762997,Asteraceae Crepis intermedia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/082/57/08257__068.jpg,-15.732438,-12.199427,Asteraceae Lepidospartum latisquamum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/12/01912__058.jpg,10.144306,32.346527,Asteraceae Bidens eatonii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/34/01134__052.jpg,4.5050335,8.243717,Asteraceae Arnica sororia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/61/08361__008.jpg,16.624966,-25.86597,Asteraceae Liatris pilosa,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__078.jpg,-3.9690428,4.7405405,Asteraceae Arnica gracilis,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/43/14243__023.jpg,-6.510107,-22.080254,Asteraceae Symphyotrichum adnatum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/73/05673__049.jpg,-20.429749,17.108587,Asteraceae Erigeron vagus,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/12/04112__093.jpg,-29.720263,-17.58552,Asteraceae Crepis intermedia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/021/66/02166__019.jpg,2.9705548,-13.510021,Asteraceae Brickellia longifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/144/65/14465__084.jpg,-18.598593,5.159525,Asteraceae Thelesperma subnudum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__099.jpg,-12.170054,-18.455614,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/065/28/06528__095.jpg,-12.06502,5.4320836,Asteraceae Gaillardia spathulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/05/01905__029.jpg,-1.9779956,30.810808,Asteraceae Bidens beckii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/144/65/14465__045.jpg,-18.152655,7.009258,Asteraceae Thelesperma subnudum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/070/84/07084__002.jpg,15.876787,20.358395,Asteraceae Helianthus debilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/87/02987__094.jpg,17.689154,-20.02686,Asteraceae Carphephorus paniculatus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/063/17/06317__063.jpg,23.851086,5.5005503,Asteraceae Eutrochium dubium,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/090/54/09054__104.jpg,2.9334145,-23.092478,Asteraceae Marshallia graminifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/87/02987__001.jpg,19.276754,-19.26061,Asteraceae Carphephorus paniculatus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__094.jpg,10.380307,8.788229,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/048/60/04860__065.jpg,-4.725448,-5.613056,Asteraceae Dieteria canescens,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/065/28/06528__006.jpg,-12.320115,5.108639,Asteraceae Gaillardia spathulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/12/04112__090.jpg,-30.468456,-16.717836,Asteraceae Crepis intermedia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/86/02986__105.jpg,20.78543,-15.135761,Asteraceae Carphephorus odoratissimus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/57/05357__012.jpg,-2.8254395,14.857862,Asteraceae Encelia virginensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/071/06/07106__069.jpg,6.620188,17.62526,Asteraceae Helianthus pumilus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/090/54/09054__007.jpg,3.8699143,-23.596893,Asteraceae Marshallia graminifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/80/06280__097.jpg,-6.2472434,-19.32183,Asteraceae Eurybia divaricata,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/80/06280__037.jpg,21.722393,11.347753,Asteraceae Eurybia divaricata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/082/57/08257__087.jpg,-16.597305,-12.18419,Asteraceae Lepidospartum latisquamum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/035/03/03503__046.jpg,16.449894,-4.1284084,Asteraceae Chrysopsis mariana,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/08/04108__095.jpg,-31.94352,-17.643871,Asteraceae Crepis acuminata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/090/54/09054__082.jpg,3.4283745,-24.86642,Asteraceae Marshallia graminifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/08/04108__060.jpg,-31.408344,-18.466215,Asteraceae Crepis acuminata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__080.jpg,-16.531416,-4.8269186,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__103.jpg,-13.154079,3.1886754,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/086/60/08660__093.jpg,-2.928843,-13.83777,Asteraceae Lorandersonia linifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/34/01134__062.jpg,5.3220134,7.7111583,Asteraceae Arnica sororia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/25/01925__090.jpg,4.862112,29.773499,Asteraceae Bidens trichosperma,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/77/05677__102.jpg,-26.572636,8.927206,Asteraceae Erigeron vetensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/10/01910__072.jpg,12.802353,29.667927,Asteraceae Bidens connata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/088/54/08854__063.jpg,1.6949756,-28.864723,Asteraceae Lygodesmia aphylla,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/101/83/10183__010.jpg,8.945656,-5.491927,Asteraceae Packera crocata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/088/54/08854__070.jpg,1.8906964,-29.077595,Asteraceae Lygodesmia aphylla,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/12/01912__016.jpg,10.29367,31.85935,Asteraceae Bidens eatonii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/021/66/02166__023.jpg,1.886897,-13.10754,Asteraceae Brickellia longifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/075/20/07520__006.jpg,4.639956,2.1561747,Asteraceae Hymenoxys hoopesii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/91/06291__075.jpg,18.894478,4.0578756,Asteraceae Eurybia radula,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/10/01910__025.jpg,12.355819,28.193974,Asteraceae Bidens connata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/048/60/04860__098.jpg,-5.6817546,-6.31833,Asteraceae Dieteria canescens,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/77/05677__046.jpg,-26.080372,9.427173,Asteraceae Erigeron vetensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/048/60/04860__009.jpg,-8.916349,-7.418291,Asteraceae Dieteria canescens,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/10/01910__101.jpg,10.042755,28.320837,Asteraceae Bidens connata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/96/06296__090.jpg,16.134888,2.1330533,Asteraceae Eurybia spectabilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/035/03/03503__004.jpg,17.310122,-6.837306,Asteraceae Chrysopsis mariana,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/002/97/00297__058.jpg,27.901693,12.9276495,Asteraceae Ageratina jucunda,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__101.jpg,10.990503,9.734824,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/114/77/11477__066.jpg,-8.875742,-2.3617043,Asteraceae Pityopsis falcata,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__091.jpg,11.520347,12.119224,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/57/05357__088.jpg,-3.8836443,14.704258,Asteraceae Encelia virginensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/035/03/03503__102.jpg,16.141552,-6.593772,Asteraceae Chrysopsis mariana,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/74/14274__031.jpg,-2.9025505,-7.21103,Asteraceae Symphyotrichum porteri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/91/06291__016.jpg,19.212368,5.198282,Asteraceae Eurybia radula,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/77/05677__087.jpg,-24.767134,8.349344,Asteraceae Erigeron vetensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/10/01910__032.jpg,8.311256,28.972733,Asteraceae Bidens connata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/05/01905__046.jpg,-5.2745795,29.141624,Asteraceae Bidens beckii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/12/04112__059.jpg,-31.807554,-19.6377,Asteraceae Crepis intermedia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/96/06296__011.jpg,11.635806,22.024845,Asteraceae Eurybia spectabilis,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/101/83/10183__058.jpg,6.9395394,-4.049878,Asteraceae Packera crocata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__055.jpg,-16.907137,-8.256871,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/61/08361__014.jpg,16.424444,-25.00693,Asteraceae Liatris pilosa,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/53/05353__037.jpg,1.2633219,16.374039,Asteraceae Encelia californica,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/101/83/10183__042.jpg,8.488037,-3.7833772,Asteraceae Packera crocata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/65/08365__064.jpg,10.229002,-29.082682,Asteraceae Liatris quadriflora,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/063/17/06317__005.jpg,24.826197,6.559796,Asteraceae Eutrochium dubium,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/144/65/14465__098.jpg,-18.822348,6.4428816,Asteraceae Thelesperma subnudum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/34/01134__089.jpg,5.5909486,8.065919,Asteraceae Arnica sororia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__037.jpg,-17.066732,-4.210233,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/64/05664__060.jpg,-27.225426,5.71996,Asteraceae Erigeron tener,FALSE
